Address A,Port A,Address B,Port B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A,Target
56022,52.109.124.51,443,24.0,10129.0,13.0,2044.0,11.0,8085.0,3997.707011,0.2691039999999702,60764.61145134152,240353.17200787485,0.0,
56023,104.115.92.71,443,259.0,189535.0,124.0,10373.0,135.0,179162.0,3997.809971,23.929638000000068,3467.8334874936163,59896.26754905343,0.0,
56024,104.115.92.71,443,17.0,1934.0,9.0,1175.0,8.0,759.0,3997.825223,11.87664900000027,791.4690414779275,511.2553212610612,0.0,
56025,52.109.124.51,443,29.0,12208.0,16.0,4195.0,13.0,8013.0,3997.918449,123.63112600000022,271.4526760841759,518.5102010637668,0.0,
56026,23.3.70.153,443,38.0,5753.0,22.0,3377.0,16.0,2376.0,3998.061674,20.59955200000013,1311.48483229149,922.7385139249571,0.0,
56027,104.115.92.71,443,98.0,70157.0,45.0,4172.0,53.0,65985.0,3999.044956,20.257163999999648,1647.6146414177513,26058.929078128072,0.0,
56028,52.98.88.242,443,91.0,44421.0,48.0,27384.0,43.0,17037.0,3999.722359,399.91748400000006,547.7930042188402,340.8103057579748,0.0,
56029,64.68.120.47,443,25.0,7273.0,14.0,6065.0,11.0,1208.0,4009.380034,60.27731800000038,804.9462320138347,160.32564687101606,0.0,
56039,104.115.92.71,443,49.0,20708.0,23.0,2953.0,26.0,17755.0,4024.199883,20.17740999999978,1170.8142918243846,7039.5556218564,0.0,
56043,170.72.231.10,443,39.0,17274.0,21.0,7932.0,18.0,9342.0,4049.897058,92.41165500000034,686.6666331211119,808.7291586759238,0.0,
56045,23.3.70.153,443,34.0,6405.0,20.0,4181.0,14.0,2224.0,4057.985223,20.322102000000086,1645.8927329466144,875.4999851885364,0.0,
56053,64.68.120.47,443,41.0,15730.0,22.0,6593.0,19.0,9137.0,4070.376929,60.275071000000025,875.0549626063481,1212.7069912534814,0.0,
56056,170.72.231.0,443,38.0,14914.0,18.0,4975.0,20.0,9939.0,4094.674482,61.18068400000038,650.5321189282512,1299.62587538249,0.0,
56057,170.72.231.0,443,33.0,13691.0,17.0,4741.0,16.0,8950.0,4095.561432,46.75439700000016,811.2178197913637,1531.4067680094297,0.0,
56063,104.208.16.88,443,22.0,7645.0,13.0,2273.0,9.0,5372.0,4129.938534,3.6341410000004544,5003.658361081127,11825.628119545892,0.0,
56064,64.68.120.47,443,25.0,7268.0,14.0,6060.0,11.0,1208.0,4131.368931,60.27444399999968,804.3209822059953,160.33329150244924,0.0,
56071,64.68.120.47,443,40.0,15677.0,21.0,6532.0,19.0,9145.0,4192.378385,60.26689199999964,867.0764040727421,1213.9335142751418,0.0,
56074,17.248.162.198,443,102.0,50429.0,55.0,9591.0,47.0,40838.0,4231.183494,60.04129699999976,1277.920428667627,5441.321495769842,0.0,
56075,170.72.231.10,443,280.0,268673.0,74.0,11097.0,206.0,257576.0,4236.054446,61.990076000000045,1432.100196166882,33240.93359717769,0.0,
56077,170.72.231.0,443,32.0,13566.0,17.0,4674.0,15.0,8892.0,4238.296694,61.030189000000064,612.6803900279575,1165.5870834678217,0.0,
56082,64.68.120.47,443,24.0,7380.0,13.0,6172.0,11.0,1208.0,4253.363904,60.29288600000018,818.9357530505316,160.28424978694784,0.0,
56084,13.69.239.74,443,22.0,7644.0,13.0,2273.0,9.0,5371.0,4266.976279,2.0799209999995583,8742.639744492153,20658.47693254173,0.0,
56087,13.78.111.198,443,21.0,8688.0,12.0,3197.0,9.0,5491.0,4282.845196,0.940096999999696,27205.703241270072,46727.09305530621,0.0,
56089,52.109.56.79,443,37.0,11803.0,20.0,2814.0,17.0,8989.0,4293.199828,121.993289,184.53474108727409,589.4750489102724,0.0,
56091,20.189.173.9,443,22.0,8693.0,13.0,3322.0,9.0,5371.0,4301.32669,4.43476499999997,5992.651245330965,9688.901215735284,0.0,
56095,64.68.120.47,443,49.0,20413.0,25.0,10560.0,24.0,9853.0,4314.378325,60.26441200000045,1401.8223557876806,1307.9692870810622,0.0,
56097,20.189.173.6,443,23.0,8923.0,14.0,3553.0,9.0,5370.0,4323.329663,5.157902999999351,5510.766681731622,8328.966248493894,0.0,
56100,20.189.173.6,443,23.0,9043.0,14.0,3673.0,9.0,5370.0,4338.464491,3.170283000000381,9268.573184159415,13550.840729359124,0.0,
56103,51.104.15.252,443,23.0,8840.0,14.0,3469.0,9.0,5371.0,4355.263678,1.112253999999666,24951.13526227672,38631.463676473984,0.0,
56106,20.42.72.131,443,22.0,8882.0,13.0,3512.0,9.0,5370.0,4369.608541,4.779932000000372,5877.907886555251,8987.575555467454,0.0,
56107,64.68.120.47,443,25.0,7755.0,14.0,6531.0,11.0,1224.0,4375.373215,60.26952500000061,866.9057869628053,162.470170455133,0.0,
56108,20.189.173.7,443,23.0,9647.0,14.0,4276.0,9.0,5371.0,4385.924595,5.260365999999522,6502.969565236166,8168.25293145076,0.0,
56111,52.168.117.170,443,22.0,8778.0,13.0,3408.0,9.0,5370.0,4402.074404,1.4617260000004535,18651.9224533131,29389.91302062539,0.0,
56115,13.89.178.26,443,22.0,8691.0,13.0,3319.0,9.0,5372.0,4426.852394,4.434716000000663,5987.305613255963,9690.812218864428,0.0,
56117,64.68.120.47,443,40.0,16230.0,22.0,7178.0,18.0,9052.0,4436.38475,60.26516300000003,952.8556323659154,1201.6229011112102,0.0,
56119,13.89.178.26,443,23.0,8589.0,14.0,3217.0,9.0,5372.0,4442.867854,2.8108369999999923,9155.991613885852,15289.396005531493,0.0,
56122,170.72.231.10,443,33.0,14057.0,17.0,5107.0,16.0,8950.0,4458.720001,60.96256100000028,670.1818186411134,1174.491340677103,0.0,
56123,13.69.109.130,443,23.0,8591.0,14.0,3220.0,9.0,5371.0,4461.968141,2.1385129999998758,12045.75328744857,20092.466120151013,0.0,
56126,64.68.120.47,443,26.0,7899.0,15.0,6691.0,11.0,1208.0,4497.376063,60.27434600000015,888.0726802079257,160.33355218818926,0.0,
56128,13.69.239.73,443,23.0,8768.0,14.0,3398.0,9.0,5370.0,4528.385345,2.631163000000015,10331.553005267951,16327.380705794263,0.0,
56132,13.89.178.26,443,22.0,8691.0,13.0,3320.0,9.0,5371.0,4550.633987,1.8832320000001344,14103.413705798384,22816.094883687685,0.0,
56133,64.68.120.47,443,40.0,16172.0,21.0,7019.0,19.0,9153.0,4558.376905,60.261711999999534,931.8022694078196,1215.0998962658175,0.0,
56139,64.68.120.47,443,23.0,4425.0,12.0,3186.0,11.0,1239.0,4570.084118,48.561759000000166,524.8574294847909,204.11122257741872,0.0,
56144,170.72.231.0,443,33.0,13566.0,17.0,4616.0,16.0,8950.0,4592.195098,61.19824400000016,603.4160065115578,1169.9682101989692,0.0,
56145,170.72.231.0,443,34.0,13859.0,17.0,4843.0,17.0,9016.0,4592.196309,61.4338459999999,630.6621271928842,1174.075932019625,0.0,
56146,52.109.56.80,443,37.0,11803.0,20.0,2814.0,17.0,8989.0,4594.713518,122.8942530000004,183.18187751220495,585.1534815057606,0.0,
56150,64.68.120.47,443,42.0,16284.0,23.0,7139.0,19.0,9145.0,4619.370488,60.25970700000016,947.7643162121556,1214.0782563048274,0.0,
56156,64.68.120.47,443,27.0,8015.0,15.0,6722.0,12.0,1293.0,4680.379073,60.26278100000036,892.3584193699869,171.6482350855985,0.0,
56158,17.248.162.72,443,51.0,22784.0,26.0,3093.0,25.0,19691.0,4713.560365,65.33174700000018,378.74389001108347,2411.2014025891517,0.0,
56161,64.68.120.47,443,37.0,16053.0,18.0,6908.0,19.0,9145.0,4741.366544,60.27277699999922,916.8981877174948,1213.814986490517,0.0,
56164,170.72.231.10,443,33.0,13624.0,17.0,4674.0,16.0,8950.0,4779.457611,61.11693500000001,611.8107853412478,1171.524717330802,0.0,
56166,64.68.120.47,443,41.0,17103.0,23.0,14586.0,18.0,2517.0,4802.37846,121.47275400000036,960.6104756627124,165.7655674786129,0.0,
56168,23.3.70.159,80,37.0,12110.0,18.0,2674.0,19.0,9436.0,4806.316829,120.18470999999954,177.99269141640465,628.0998639510824,0.0,
56172,64.68.120.47,443,36.0,13387.0,18.0,4304.0,18.0,9083.0,4825.517682,37.13072100000045,927.3183787624156,1956.977889009996,0.0,
56177,64.68.120.47,443,24.0,3787.0,13.0,2532.0,11.0,1255.0,4870.13589,52.72026300000016,384.2165961880717,190.43911066983807,0.0,
56178,20.189.173.3,443,21.0,7591.0,12.0,2220.0,9.0,5371.0,4873.188934,5.1248020000002725,3465.4997402824647,8384.3239211969,0.0,
56194,17.248.162.207,443,33.0,12828.0,17.0,2421.0,16.0,10407.0,4881.994524,60.0272130000003,322.6536604323093,1386.9709393304595,0.0,
56200,170.72.231.194,443,36.0,15192.0,17.0,4507.0,19.0,10685.0,4884.240672,60.73811899999964,593.63050080626,1407.3534282482556,0.0,
56202,170.72.132.99,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4885.146127,1.1571069999999963,7300.966980581767,7356.277336495265,0.0,
56203,170.72.132.99,443,36.0,7297.0,19.0,2117.0,17.0,5180.0,4885.24531,1.9820169999993595,8544.830846559576,20907.99423012688,0.0,
56204,23.89.56.18,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4885.296304,1.1155919999991966,7572.66097283423,7630.029616567823,0.0,
56205,23.89.56.18,443,33.0,7090.0,18.0,2051.0,15.0,5039.0,4885.392737,2.020386000000144,8121.220400457551,19952.62291462974,0.0,
56207,170.72.132.224,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4885.644827,1.1287179999999353,7484.59756998691,7541.299066729234,0.0,
56208,170.72.132.224,443,36.0,7287.0,19.0,2117.0,17.0,5170.0,4885.743342,1.9967459999998027,8481.799888419295,20713.70119184117,0.0,
56209,23.89.56.135,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4885.897513,1.1554900000000998,7311.183999860899,7366.571757435603,0.0,
56210,23.89.56.135,443,36.0,7289.0,19.0,2117.0,17.0,5172.0,4885.994016,2.0142850000002,8407.946243951734,20541.28387988586,0.0,
56213,150.253.210.227,5004,24.0,2252.0,13.0,1122.0,11.0,1130.0,4886.395041,0.4221840000000156,21260.87203683623,21412.464707330608,0.0,
56214,150.253.210.92,5004,24.0,2252.0,13.0,1122.0,11.0,1130.0,4886.445216,0.4308490000003075,20833.284979177373,20981.82890059753,0.0,
56215,150.253.210.227,443,36.0,8710.0,19.0,2117.0,17.0,6593.0,4886.548415,0.6651369999999588,25462.423530792978,79297.94914431653,0.0,
56216,150.253.210.92,443,34.0,7160.0,20.0,2183.0,14.0,4977.0,4886.59488,0.7043830000002345,24793.32976519051,56526.06607482967,0.0,
56217,170.72.40.23,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4886.795733,0.63857199999984,13229.518362850416,13329.741986811405,0.0,
56218,170.72.40.28,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4886.845266,0.6885929999998552,12268.495323074409,12361.438469461336,0.0,
56219,170.72.40.23,443,35.0,7218.0,19.0,2117.0,16.0,5101.0,4886.944254,1.1553100000000995,14659.268940802503,35322.121335396114,0.0,
56220,170.72.40.28,443,35.0,7217.0,19.0,2117.0,16.0,5100.0,4886.997427,1.233169999999518,13733.710680609014,33085.46266939347,0.0,
56223,170.72.100.181,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4887.396932,1.1146580000004178,7579.006296098743,7636.423010463128,0.0,
56224,170.72.100.240,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4887.444944,1.125170000000253,7508.198761074416,7565.07905471892,0.0,
56226,170.72.100.181,443,40.0,8250.0,21.0,2817.0,19.0,5433.0,4887.543183,2.566120999999839,8782.126797606743,16937.626869505657,0.0,
56227,170.72.100.240,443,41.0,9719.0,21.0,2817.0,20.0,6902.0,4887.594443,2.5187720000003537,8947.217135968176,21921.79363594333,0.0,
56228,170.72.23.112,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4887.795798,0.6696659999997792,12615.244017170928,12710.81404760404,0.0,
56229,170.72.22.246,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4887.844923,0.7111480000003212,11879.383756962245,11969.37908845438,0.0,
56230,170.72.23.112,443,39.0,8096.0,20.0,2680.0,19.0,5416.0,4887.943126,1.8530369999998584,11570.19530640869,23382.155887876663,0.0,
56231,170.72.22.246,443,39.0,8085.0,20.0,2680.0,19.0,5405.0,4887.991513,1.7631650000002992,12159.950997210335,24524.080276090248,0.0,
56233,69.26.166.224,5004,26.0,2476.0,14.0,1206.0,12.0,1270.0,4888.294772,1.1280269999997472,8552.986763616618,9006.876608451994,0.0,
56234,23.89.83.87,5004,28.0,2654.0,15.0,1314.0,13.0,1340.0,4888.346139,1.0708549999999375,9816.455075617718,10010.692390660382,0.0,
56235,69.26.166.224,443,37.0,8792.0,19.0,2117.0,18.0,6675.0,4888.444933,1.3113069999999425,12915.35849347311,40722.729307478985,0.0,
56236,23.89.83.87,443,34.0,7155.0,19.0,2117.0,15.0,5038.0,4888.492919,1.271958999999697,13314.894583869476,31686.555934593493,0.0,
56237,170.72.32.20,5004,26.0,2468.0,14.0,1206.0,12.0,1262.0,4888.696454,1.0978439999998957,8788.133833223043,9196.20638269277,0.0,
56238,170.72.32.27,5004,26.0,2468.0,14.0,1206.0,12.0,1262.0,4888.744798,1.0363160000006246,9309.9016130159,9742.202185427914,0.0,
56239,170.72.32.20,443,34.0,7152.0,18.0,2051.0,16.0,5101.0,4888.850454,1.173507999999856,13982.009496315331,34774.36881555559,0.0,
56240,170.72.32.27,443,34.0,7152.0,18.0,2051.0,16.0,5101.0,4888.900977,1.247918999999456,13148.289271985725,32700.840359043967,0.0,
56243,170.72.88.149,5004,24.0,2228.0,13.0,1098.0,11.0,1130.0,4889.294997,0.6619700000001103,13269.48351133516,13656.207985253854,0.0,
56244,170.72.88.38,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4889.345139,0.6834689999996044,12360.47282320762,12454.112768837982,0.0,
56245,170.72.88.149,443,34.0,8577.0,20.0,2183.0,14.0,6394.0,4889.443898,1.2091329999993832,14443.406970125629,42304.692701320775,0.0,
56246,170.72.88.38,443,33.0,8515.0,19.0,2117.0,14.0,6398.0,4889.49102,1.1224929999998494,15087.844645803823,45598.50261873069,0.0,
56247,20.42.72.131,443,21.0,7576.0,12.0,2205.0,9.0,5371.0,4889.626898,2.46622699999989,7152.6262586537205,17422.564913936112,0.0,
56248,23.89.58.35,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4889.69884,1.201492999999573,7031.251950700505,7084.519010933085,0.0,
56249,23.89.58.34,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4889.745705,1.102057999999488,7665.658250295289,7723.731418858132,0.0,
56250,23.89.58.35,443,36.0,7286.0,19.0,2117.0,17.0,5169.0,4889.855263,2.028802999999243,8347.77945419359,20382.461973890724,0.0,
56251,23.89.58.34,443,34.0,7163.0,19.0,2117.0,15.0,5046.0,4889.917971,1.9904969999997773,8508.427794667308,20280.36214071386,0.0,
56254,170.72.40.134,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4890.296268,0.7436299999999392,11360.488414938463,11446.55272111224,0.0,
56255,69.26.167.149,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4890.345208,0.6249450000004799,13517.989583072933,13620.398595065906,0.0,
56256,170.72.40.134,443,35.0,7225.0,19.0,2117.0,16.0,5108.0,4890.454083,1.1567620000005263,14640.868216618712,35326.19501676352,0.0,
56257,69.26.167.149,443,34.0,7159.0,18.0,2051.0,16.0,5108.0,4890.551647,1.143656999999621,14346.958922129132,35730.99277144593,0.0,
56258,170.72.166.213,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4890.697827,0.8748969999996916,9655.993791272547,9729.145259388248,0.0,
56259,170.72.166.236,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4890.745529,0.8888699999997698,9504.201964294203,9576.203494326735,0.0,
56260,170.72.166.213,443,36.0,7288.0,19.0,2117.0,17.0,5171.0,4890.841933,1.579515000000356,10722.27867414756,26190.31791403733,0.0,
56261,170.72.166.236,443,34.0,7152.0,19.0,2117.0,15.0,5035.0,4890.897775,1.5473469999997178,10945.185533692887,26031.652887172266,0.0,
56264,170.72.148.241,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4891.295816,1.158926000000065,7289.507699369526,7344.731242546567,0.0,
56265,150.253.134.206,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4891.345602,1.1320289999994202,7462.706344099247,7519.241998221211,0.0,
56266,170.72.148.241,443,36.0,8711.0,18.0,2051.0,18.0,6660.0,4891.446618,2.059750000000349,7966.015293116746,25867.21689524989,0.0,
56267,150.253.134.206,443,35.0,7221.0,18.0,2051.0,17.0,5170.0,4891.501707,1.961808000000019,8363.713472470212,21082.593199742078,0.0,
56268,150.253.211.108,5004,24.0,2252.0,13.0,1122.0,11.0,1130.0,4891.695561,0.435486999999739,20611.407458788388,20758.36936580292,0.0,
56269,150.253.211.145,5004,24.0,2252.0,13.0,1122.0,11.0,1130.0,4891.746569,0.409867999999733,21899.73357277428,22055.88140573524,0.0,
56270,150.253.211.108,443,34.0,7151.0,20.0,2183.0,14.0,4968.0,4891.844133,0.6737070000008316,25922.24809891903,58993.00437720098,0.0,
56271,150.253.211.145,443,35.0,7217.0,19.0,2117.0,16.0,5100.0,4891.892411,0.6872039999998378,24644.792521586016,59371.016466740046,0.0,
56274,170.72.4.206,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4892.295548,0.6676919999999882,12652.54039287598,12748.39297160989,0.0,
56275,170.72.22.214,5004,23.0,2194.0,12.0,1056.0,11.0,1138.0,4892.345469,0.6776559999998426,12466.502178099156,13434.54496086822,0.0,
56276,170.72.4.206,443,33.0,8513.0,19.0,2117.0,14.0,6396.0,4892.484562,1.1972380000006524,14145.892462476775,42738.36948039748,0.0,
56277,170.72.22.214,443,36.0,8711.0,19.0,2117.0,17.0,6594.0,4892.531234,1.2483579999998256,13566.621113496583,42257.10893830726,0.0,
56278,170.72.167.220,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4892.696863,0.8517009999995935,9918.973912211011,9994.117653970188,0.0,
56279,170.72.166.230,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4892.746678,0.8642979999995077,9774.406512574147,9848.455046760317,0.0,
56280,170.72.167.220,443,36.0,7287.0,19.0,2117.0,17.0,5170.0,4892.848007,1.5526600000002873,10907.73253641935,26638.15645408032,0.0,
56281,170.72.166.230,443,35.0,7222.0,18.0,2051.0,17.0,5171.0,4892.895042,1.6004350000002887,10252.212679675864,25847.97258244948,0.0,
56282,170.72.165.164,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4893.098519,0.907390000000305,9310.219420532692,9380.75138583976,0.0,
56283,170.72.165.2,5004,22.0,2120.0,12.0,1056.0,10.0,1064.0,4893.148225,0.8909990000001926,9481.492122884732,9553.321608664162,0.0,
56284,170.72.165.164,443,35.0,7225.0,18.0,2051.0,17.0,5174.0,4893.283289,1.5300790000001143,10723.629302799904,27052.19795840405,0.0,
56285,170.72.165.2,443,35.0,7221.0,18.0,2051.0,17.0,5170.0,4893.330166,1.5461599999998723,10612.097066281209,26750.142287993094,0.0,
56286,18.230.160.18,5004,26.0,2468.0,14.0,1206.0,12.0,1262.0,4893.495689,1.381282999999712,6984.810498646556,7309.146641203942,0.0,
56287,18.230.160.63,5004,26.0,2468.0,14.0,1206.0,12.0,1262.0,4893.546889,1.4030320000001666,6876.535959264546,7195.844428351457,0.0,
56288,52.109.56.79,443,36.0,11757.0,19.0,2760.0,17.0,8997.0,4895.788129,123.6037210000004,178.63539884855027,582.3125664639155,0.0,
56290,20.42.65.85,443,20.0,7541.0,11.0,2170.0,9.0,5371.0,4908.822471,3.8116319999999178,4554.479551016566,11272.861598391692,0.0,
56291,64.68.120.47,443,40.0,15782.0,21.0,6637.0,19.0,9145.0,4923.378524,60.27073300000029,880.958258795355,1213.8561513761522,0.0,
56307,64.68.120.47,443,26.0,7543.0,15.0,6335.0,11.0,1208.0,4984.376624,60.26263199999994,840.9855049145556,160.3647182220652,0.0,
56308,51.104.15.253,443,22.0,7644.0,13.0,2273.0,9.0,5371.0,4991.091265,4.014372999999978,4529.7235707793225,10703.539506667728,0.0,
56310,170.72.231.0,443,32.0,13991.0,15.0,4975.0,17.0,9016.0,4999.867174,61.20477800000026,650.2760291034767,1178.4700861099388,0.0,
56312,20.189.173.7,443,22.0,8957.0,13.0,3586.0,9.0,5371.0,5022.408403,1.4753959999998187,19444.27123294595,29123.028664850168,0.0,
56314,64.68.120.47,443,37.0,15662.0,17.0,6471.0,20.0,9191.0,5045.376527,60.2631539999993,859.0323699287395,1220.1153626974262,0.0,
56320,64.68.120.47,443,29.0,10591.0,16.0,8821.0,13.0,1770.0,5106.387591,57.07139000000007,1236.4864426816996,248.11030535615103,0.0,
56323,170.72.231.10,443,34.0,13608.0,17.0,4592.0,17.0,9016.0,5133.527617,61.21110399999998,600.1525474855022,1178.348294453242,0.0,
56324,170.72.231.10,443,43.0,20909.0,21.0,11059.0,22.0,9850.0,5133.52967,121.19783000000008,729.9800664747871,650.176657453355,0.0,
56327,66.114.168.212,443,32.0,11851.0,16.0,2119.0,16.0,9732.0,5162.647291,9.070133000000167,1868.9913367311904,8583.777106686148,0.0,
56328,64.68.120.47,443,36.0,13798.0,19.0,4780.0,17.0,9018.0,5162.650778,10.071578000000043,3796.82309961754,7163.127764090164,0.0,
56329,64.68.120.47,443,23.0,9382.0,13.0,1243.0,10.0,8139.0,5162.829108,0.6194070000001375,16054.064613408942,105119.89693365678,0.0,
56330,64.68.120.47,443,23.0,9382.0,13.0,1243.0,10.0,8139.0,5162.832168,0.6358820000004926,15638.121538260712,102396.35655664033,0.0,
56331,64.68.120.47,443,32.0,11541.0,15.0,2527.0,17.0,9014.0,5163.051705,8.675145000000157,2330.335688913515,8312.483537738988,0.0,
56332,170.72.231.0,443,145.0,95504.0,77.0,83054.0,68.0,12450.0,5163.165155,62.3993330000003,10648.062536181224,1596.1709077883818,0.0,
56333,64.68.120.47,443,39.0,18300.0,21.0,9232.0,18.0,9068.0,5163.474628,8.252285999999913,8949.762526407929,8790.776277022,0.0,
56335,64.68.120.226,443,28.0,11729.0,12.0,2549.0,16.0,9180.0,5167.545249,4.180191999999806,4878.244827032095,17568.571013006916,0.0,
56339,52.109.56.78,443,35.0,11695.0,18.0,2706.0,17.0,8989.0,5196.793632,123.38079300000028,175.45680712232053,582.8459864089206,0.0,
56341,20.42.65.90,443,20.0,7579.0,11.0,2209.0,9.0,5370.0,5206.923031,5.854454999999689,3018.5559543972818,7338.001573161342,0.0,
56344,170.72.231.10,443,38.0,15557.0,18.0,4715.0,20.0,10842.0,5220.154882,61.64119399999981,611.9284451238909,1407.110965436527,0.0,
56345,20.42.65.90,443,21.0,8490.0,12.0,3119.0,9.0,5371.0,5221.551031,2.466429000000062,10116.650428615369,17421.13800964833,0.0,
56346,170.72.231.0,443,37.0,17181.0,19.0,8082.0,18.0,9099.0,5221.634601,61.50722300000052,1051.1936134720218,1183.4707608242918,0.0,
56349,13.69.239.73,443,21.0,7590.0,12.0,2219.0,9.0,5371.0,5252.201158,2.933573000000252,6051.323761160359,14646.985092921266,0.0,
56362,51.104.15.252,443,22.0,8724.0,13.0,3353.0,9.0,5371.0,5282.994761,5.970425999999861,4492.811735712096,7196.8063920398645,0.0,
56391,51.104.15.252,443,23.0,9363.0,14.0,3992.0,9.0,5371.0,5300.938139,3.1270030000005136,10212.973892252345,13740.952599019874,0.0,
56396,170.72.231.10,443,35.0,13720.0,17.0,4638.0,18.0,9082.0,5320.723293,61.53746599999977,602.9497542196511,1180.6791004361517,0.0,
56397,51.104.15.252,443,21.0,8875.0,12.0,3505.0,9.0,5370.0,5324.620077,4.664674000000559,6011.138184575522,9209.646804898874,0.0,
56401,13.69.239.73,443,21.0,8609.0,12.0,3238.0,9.0,5371.0,5367.313502,1.655877000000146,15643.674016848909,25948.787258954748,0.0,
56403,51.132.193.105,443,22.0,9058.0,13.0,3687.0,9.0,5371.0,5383.824732,1.726477999999588,17084.492243751174,24887.661470351926,0.0,
56406,51.132.193.105,443,22.0,8763.0,13.0,3392.0,9.0,5371.0,5404.555127,3.008319000000484,9020.319986010672,14283.0597419998,0.0,
56417,104.46.162.224,443,22.0,8679.0,13.0,3308.0,9.0,5371.0,5427.05285,5.596684999999525,4728.513396770097,7677.401890584096,0.0,
56421,13.69.109.131,443,22.0,9780.0,13.0,4409.0,9.0,5371.0,5446.695852,1.4069280000003346,25070.22392047895,30540.297726671004,0.0,
56425,170.72.231.0,443,32.0,14494.0,15.0,4789.0,17.0,9705.0,5458.628652,1.2103119999992489,31654.647727217267,64148.748421934346,0.0,
56426,66.114.168.212,443,34.0,16756.0,16.0,4621.0,18.0,12135.0,5459.167994,2.6231389999993557,14093.038912542985,37009.094828761976,0.0,
56427,170.72.231.0,443,63.0,27911.0,28.0,15161.0,35.0,12750.0,5459.335536,9.86960100000033,12289.047956446866,10334.76429290268,0.0,
56428,20.189.173.6,443,21.0,9036.0,12.0,3666.0,9.0,5370.0,5462.20117,1.759089000000131,16672.266155946527,24421.731930559967,0.0,
56429,170.72.231.10,443,26.0,13826.0,13.0,4388.0,13.0,9438.0,5468.950895,0.8578070000003208,40922.95819454361,88019.79932545638,0.0,
56434,52.109.56.80,443,29.0,11379.0,15.0,2544.0,14.0,8835.0,5498.084039,0.1557889999994586,130638.23504914164,453690.5686553327,0.0,
192.168.0.103,58936,40.100.140.242,443.0,6.0,7752.0,6.0,7752.0,0.0,0.0,24.29987,1.348449,45990.61589,0.0,1.0
192.168.0.103,58260,34.196.41.213,443.0,8.0,526.0,4.0,217.0,4.0,309.0,1.536395,22.318203,77.78404023,110.7616057,0.0
192.168.0.103,58389,142.250.199.130,443.0,37.0,23489.0,15.0,2086.0,22.0,21403.0,281.882267,0.13901,120048.9173,1231738.724,0.0
192.168.0.103,59048,142.250.182.238,443.0,340.0,51898.0,194.0,31773.0,146.0,20125.0,247.488427,69.889906,3636.920044,2303.623073,1.0
192.168.0.103,58368,172.217.160.206,443.0,117.0,93607.0,38.0,4763.0,79.0,88844.0,247.094862,46.876774,812.8545706,15162.13552,0.0
192.168.0.103,64882,157.240.16.52,443.0,87.0,50414.0,41.0,17976.0,46.0,32438.0,6.413699,36.352234,3955.960451,7138.598415,1.0
192.168.0.103,56862,142.251.42.46,443.0,62.0,43734.0,26.0,5228.0,36.0,38506.0,269.570542,0.136886,305538.9156,2250398.142,1.0
192.168.0.103,58266,142.250.192.74,443.0,43.0,10166.0,19.0,2587.0,24.0,7579.0,6.158712,240.232271,86.14995776,252.3890722,0.0
192.168.0.103,58310,23.212.252.83,443.0,22.0,8263.0,9.0,1095.0,13.0,7168.0,24.535618,1.138006,7697.674705,50389.8925,0.0
192.168.0.103,58327,159.89.102.253,443.0,25.0,3389.0,12.0,1773.0,13.0,1616.0,56.808916,2.260198,6275.556389,5719.852862,0.0
192.168.0.103,58350,142.250.183.10,443.0,219.0,188272.0,67.0,8320.0,152.0,179952.0,12.420632,0.36811,180815.5171,3910831.002,1.0
192.168.0.103,64563,142.250.67.225,443.0,29.0,11874.0,13.0,2896.0,16.0,8978.0,110.185912,0.532379,43517.86979,134911.4071,1.0
192.168.0.103,58272,142.250.199.174,443.0,19.0,6599.0,9.0,1080.0,10.0,5519.0,9.098769,62.866799,137.4334329,702.3102926,0.0
192.168.0.103,58365,103.141.113.36,443.0,18.0,4185.0,9.0,1080.0,9.0,3105.0,212.092863,67.3587,128.2685087,368.7719626,0.0
